ID;CLIENTES POTENC;SUCURSAL;PRODUCTOS;ARTICULOS VISIBLES;ACCESO;PUERTAS;SEGMENTO
16232;3;27;129;116;NO;3;B
16233;2;36;151;120;NO;1;A
16234;5;28;174;424;NO;8;B
16235;6;33;164;234;NO;7;B
16236;4;26;170;300;NO;3;B
16237;6;19;77;93;NO;4;B
16238;6;31;176;274;NO;5;B
16239;2;17;44;29;NO;1;C
16240;4;34;140;142;NO;4;B
16241;1;27;141;223;NO;0;C
16242;5;43;240;249;NO;5;A
16243;1;28;96;90;NO;0;C
16244;3;16;57;47;NO;2;C
16245;3;26;143;237;NO;3;B
16246;3;8;14;10;NO;1;C
16247;2;26;110;123;NO;1;B
16248;2;19;61;86;NO;0;C
16249;1;16;47;32;NO;0;C
16250;3;21;80;139;NO;1;B
16251;5;33;102;201;NO;5;B
16252;5;30;95;179;NO;4;B
16253;2;24;119;166;NO;2;A
16254;3;33;109;72;NO;2;B
16255;1;22;75;145;NO;1;C
16256;2;20;101;131;NO;1;B
16257;3;38;174;206;NO;2;B
16258;3;15;69;74;NO;6;C
16259;2;18;52;51;NO;1;C
16260;5;32;168;247;NO;5;B
16261;3;26;82;70;NO;0;C
16262;3;10;31;23;NO;2;C
16263;1;10;19;23;NO;0;C
16264;2;17;49;121;NO;2;C
16265;1;17;55;53;NO;0;C
16266;3;24;87;65;NO;2;C
16267;3;31;87;190;NO;0;B
16268;1;9;21;11;NO;0;C
16269;1;15;30;37;NO;1;C
16270;4;12;53;68;NO;3;B
16271;5;43;233;228;NO;6;A
16272;5;24;97;163;NO;4;B
16273;4;16;53;42;NO;2;B
16274;2;20;81;91;NO;0;C
16275;1;20;72;61;NO;0;C
16276;2;20;74;79;NO;2;C
16277;3;27;140;216;NO;3;B
16278;3;25;159;289;NO;2;B
16279;3;15;101;169;NO;5;B
16280;4;33;224;279;NO;4;A
16281;3;21;112;175;NO;4;B
16282;2;39;209;285;NO;2;A
16283;5;28;118;213;NO;4;B
16284;2;25;97;151;NO;0;B
16285;1;22;119;214;NO;4;A
16286;1;17;59;88;NO;1;C
16287;2;19;81;145;NO;1;B
16288;2;30;162;166;NO;0;B
16289;5;26;109;190;NO;2;B
16290;4;34;208;250;NO;2;A
16291;6;29;192;326;NO;8;B
16292;2;21;125;188;NO;1;A
16293;1;17;59;90;NO;1;C
16294;4;33;193;269;NO;3;B
16295;4;21;100;120;NO;2;B
16296;1;21;66;72;NO;2;C
16297;4;27;124;137;NO;3;B
16298;4;20;93;86;NO;4;B
16299;8;37;257;679;NO;11;A
16300;2;29;78;176;NO;3;B
16301;3;12;46;53;NO;3;C
16302;3;27;171;210;NO;2;B
16303;3;22;91;85;NO;4;B
16304;2;10;31;65;NO;0;C
16305;3;41;183;163;NO;2;B
16306;3;21;98;120;NO;5;B
16307;3;12;53;55;NO;3;C
16308;5;32;182;260;NO;4;B
16309;4;34;125;109;NO;3;B
16310;2;32;152;139;NO;0;B
16311;3;25;143;111;NO;4;B
16312;2;12;59;95;NO;2;C
16313;3;32;138;161;NO;0;B
16314;3;16;43;37;NO;2;C
16315;1;23;94;247;NO;4;C
16316;5;22;138;165;NO;2;B
16317;2;18;96;117;NO;1;B
16318;2;28;126;130;NO;1;A
16319;1;30;173;262;NO;2;A
16320;3;30;119;92;NO;0;B
16321;3;18;87;89;NO;2;C
16322;5;28;225;469;NO;12;A
16323;3;20;84;128;NO;1;B
16324;1;10;19;22;NO;0;C
16325;1;22;66;49;NO;0;C
16326;1;5;19;33;NO;1;C
16327;3;24;104;132;NO;3;B
16328;3;14;65;132;NO;3;B
16329;4;25;132;164;NO;5;B
16330;1;12;43;48;NO;1;C
16331;1;25;81;70;NO;0;C
16332;7;37;211;418;NO;9;A
16333;3;41;163;127;NO;4;B
16334;5;29;157;275;NO;3;B
16335;4;24;159;210;NO;3;B
16336;4;16;64;67;NO;4;B
16337;2;17;89;123;NO;0;C
16338;3;16;86;146;NO;1;B
16339;4;30;138;159;NO;6;B
16340;2;19;56;67;NO;0;C
16341;3;22;115;201;NO;1;B
16342;3;37;188;195;NO;2;B
16343;1;11;26;45;NO;0;C
16344;2;28;97;64;NO;1;B
16345;6;35;245;532;NO;9;A
16346;4;25;152;272;NO;4;B
16347;3;22;66;131;NO;4;B
16348;2;13;39;33;NO;0;C
16349;3;27;127;151;NO;4;B
16350;2;20;104;113;NO;1;B
16351;3;26;174;274;NO;2;B
16352;2;11;47;78;NO;3;C
16353;3;22;93;129;NO;1;B
16354;1;5;8;6;NO;0;C
16355;3;24;110;110;NO;3;B
16356;3;23;81;78;NO;3;C
16357;4;27;123;119;NO;1;B
16358;5;24;119;167;NO;5;B
16359;3;37;134;91;NO;0;B
16360;1;25;63;52;NO;2;C
16361;3;23;83;70;NO;3;C
16362;1;3;9;21;NO;0;C
16363;4;28;182;193;NO;4;B
16364;1;6;18;22;NO;0;C
16365;4;30;111;118;NO;7;B
16366;3;26;105;117;NO;2;B
16367;2;21;84;253;NO;1;B
16368;2;18;65;53;NO;1;C
16369;2;24;86;133;NO;1;B
16370;4;26;159;212;NO;4;B
16371;4;35;204;330;NO;5;A
16372;4;49;295;332;NO;8;A
16373;1;17;48;36;NO;0;C
16374;3;43;148;117;NO;2;B
16375;2;11;32;48;NO;3;C
16376;3;9;38;48;NO;3;C
16377;2;24;88;125;NO;4;B
16378;4;21;103;107;NO;5;B
16379;1;17;56;50;NO;0;C
16380;2;22;88;98;NO;0;C
16381;2;28;91;65;NO;0;B
16382;4;27;147;273;NO;6;B
16383;4;18;61;66;NO;3;B
16384;2;18;43;47;NO;0;C
16385;3;23;89;115;NO;1;C
16386;3;35;180;205;NO;4;B
16387;4;10;66;103;NO;3;B
16388;1;4;13;29;NO;2;C
16389;3;13;69;87;NO;3;C
16390;6;28;192;229;NO;8;B
16391;3;27;91;173;NO;2;B
16392;1;24;71;61;NO;1;C
16393;4;40;237;307;NO;3;A
16394;6;35;261;560;NO;10;A
16395;3;28;124;97;NO;2;B
16396;3;31;154;198;NO;2;B
16397;4;23;82;84;NO;3;B
16398;3;10;46;46;NO;3;C
16399;3;25;161;221;NO;1;B
16400;3;19;86;96;NO;2;C
16401;3;27;140;192;NO;4;B
16402;1;20;80;104;NO;0;C
16403;2;8;27;44;NO;1;C
16404;2;28;112;102;NO;1;A
16405;3;45;211;207;NO;1;A
16406;2;34;125;84;NO;1;A
16407;4;22;91;89;NO;4;B
16408;1;10;38;32;NO;1;C
16409;3;16;59;61;NO;4;C
16410;4;40;217;222;NO;4;A
16411;1;11;28;34;NO;0;C
16412;3;43;181;140;NO;3;B
16413;5;46;286;420;NO;8;A
16414;4;30;197;315;NO;6;B
16415;3;20;55;91;NO;3;C
16416;3;16;57;61;NO;0;C
16417;4;23;135;152;NO;2;B
16418;4;21;87;73;NO;2;B
16419;4;27;142;263;NO;3;B
16420;2;19;78;42;NO;0;C
16421;3;17;143;459;NO;3;B
16422;1;21;89;138;NO;0;C
16423;5;23;107;113;NO;4;B
16424;3;29;101;72;NO;1;B
16425;4;26;135;237;NO;2;B
16426;1;3;6;8;NO;0;C
16427;2;17;64;114;NO;2;C
16428;2;17;74;84;NO;1;C
16429;2;10;21;24;NO;0;C
16430;2;13;69;103;NO;4;C
16431;3;27;179;282;NO;3;B
16432;3;26;159;253;NO;2;B
16433;2;31;139;152;NO;1;A
16434;4;35;194;188;NO;4;B
16435;3;21;70;75;NO;2;C
16436;2;21;90;155;NO;1;B
16437;7;22;108;118;NO;7;B
16438;3;12;30;30;NO;3;C
16439;3;31;141;124;NO;1;B
16440;2;33;138;174;NO;2;A
16441;1;24;124;155;NO;1;A
16442;2;21;84;83;NO;1;C
16443;2;12;29;25;NO;1;C
16444;2;12;52;83;NO;1;C
16445;4;15;48;41;NO;4;B
16446;2;18;97;119;NO;1;B
16447;2;6;15;18;NO;1;C
16448;2;18;52;45;NO;2;C
16449;1;24;65;56;NO;1;C
16450;2;32;148;244;NO;2;A
16451;7;52;271;271;NO;9;A
16452;3;28;127;115;NO;3;B
16453;3;24;79;80;NO;2;C
16454;4;23;99;103;NO;3;B
16455;0;9;27;23;NO;0;C
16456;3;26;124;216;NO;3;B
16457;3;20;101;139;NO;2;B
16458;2;12;33;32;NO;2;C
16459;5;28;198;271;NO;4;B
16460;1;30;108;109;NO;0;C
16461;3;24;135;191;NO;2;B
16462;1;8;26;13;NO;0;C
16463;4;23;115;124;NO;5;B
16464;1;12;28;35;NO;0;C
16465;4;21;64;70;NO;3;B
16466;2;10;22;22;NO;1;C
16467;2;8;27;39;NO;2;C
16468;5;47;311;657;NO;7;A
16469;3;25;140;192;NO;3;B
16470;1;7;18;16;NO;1;C
16471;2;21;66;52;NO;0;C
16472;1;8;16;0;NO;0;C
16473;1;15;68;86;NO;1;C
16474;4;24;104;119;NO;4;B
16475;2;8;17;26;NO;0;C
16476;0;20;70;115;NO;0;C
16477;2;28;89;76;NO;0;C
16478;2;18;82;86;NO;3;C
16479;3;16;54;47;NO;2;C
16480;4;17;77;99;NO;3;B
16481;1;9;42;78;NO;1;C
16482;0;14;40;22;NO;0;C
16483;4;20;76;89;NO;1;B
16484;3;25;127;180;NO;1;B
16485;2;12;31;65;NO;2;C
16486;2;12;35;30;NO;1;C
16487;4;37;229;438;NO;4;A
16488;4;25;166;242;NO;4;B
16489;2;37;135;95;NO;1;A
16490;10;32;202;356;NO;7;A
16491;3;14;56;59;NO;3;C
16492;2;26;114;123;NO;1;A
16493;1;21;98;135;NO;0;C
16494;2;25;162;180;NO;2;A
16495;4;23;159;230;NO;3;B
16496;3;26;112;117;NO;2;B
16497;4;29;185;361;NO;8;B
16498;4;22;101;119;NO;4;B
16499;2;22;97;144;NO;2;B
16500;3;25;90;135;NO;4;B
16501;6;36;203;194;NO;8;A
16502;2;16;69;59;NO;1;C
16503;1;17;56;54;NO;0;C
16504;2;14;43;57;NO;1;C
16505;2;23;121;186;NO;0;B
16506;1;14;40;61;NO;0;C
16507;8;42;309;683;NO;10;A
16508;3;28;115;209;NO;1;B
16509;3;14;55;66;NO;3;C
16510;2;59;259;635;NO;1;A
16511;3;59;245;552;NO;3;A
16512;6;49;245;691;NO;6;A
16513;1;52;188;314;NO;0;C
16514;2;50;202;552;NO;1;A
16516;2;51;208;498;NO;2;A
16517;4;50;220;445;NO;3;A
16518;3;56;239;527;NO;2;A
16519;1;64;227;336;NO;0;C
16520;6;58;312;889;NO;7;A
16521;1;55;236;546;NO;1;A
16522;3;56;240;559;NO;2;A
16523;2;61;270;590;NO;1;A
16524;2;49;220;877;NO;1;A
16525;2;52;190;412;NO;2;A
16526;1;59;285;119;NO;0;C
16527;1;44;90;259;NO;0;C
16528;1;59;256;658;NO;0;C
16529;1;59;206;301;NO;0;C
16530;4;54;273;785;NO;4;A
16531;5;61;283;605;NO;3;A
16532;2;50;193;518;NO;3;A
16533;4;58;312;883;NO;5;A
16534;1;60;261;604;NO;1;A
16535;1;51;224;530;NO;1;A
16536;3;58;263;653;NO;0;B
16537;3;60;266;552;NO;4;A
16538;1;51;215;540;NO;0;C
16539;3;57;234;557;NO;2;A
16540;2;63;270;558;NO;1;A
16541;3;64;271;659;NO;4;A
16542;1;52;197;283;NO;0;C
16543;1;49;170;239;NO;0;C
16544;2;60;319;975;NO;2;A
16545;2;46;150;381;NO;2;A
16546;3;54;270;1090;NO;5;A
16547;4;62;321;973;NO;6;A
16548;3;48;201;556;NO;5;A
16549;1;55;246;488;NO;0;C
16550;3;51;263;941;NO;2;A
16551;4;62;315;875;NO;5;A
16552;5;56;304;754;NO;3;A
16553;2;61;264;717;NO;2;A
16554;3;57;325;834;NO;6;A
16555;4;58;256;532;NO;3;A
16556;5;56;287;766;NO;4;A
16557;6;61;256;622;NO;4;A
16558;3;63;279;652;NO;3;A
16559;5;55;223;606;NO;2;A
16560;5;59;307;981;NO;3;A
16561;2;46;192;409;NO;2;A
16562;4;63;352;1108;NO;2;A
16563;4;64;340;713;NO;4;A
16564;4;61;331;929;NO;4;A
16565;2;64;283;641;NO;3;A
16566;1;51;170;308;NO;0;C
16567;2;63;331;1009;NO;1;A
16568;2;55;318;257;NO;0;B
16569;4;53;269;793;NO;8;A
16570;3;58;312;874;NO;2;A
16571;3;53;183;641;NO;5;B
16572;2;54;225;691;NO;0;B
16573;3;54;294;891;NO;3;A
16574;1;61;245;255;NO;0;C
16575;4;43;188;670;NO;5;B
16576;3;49;160;493;NO;2;B
16577;4;64;336;979;NO;3;A
16578;3;50;258;873;NO;3;A
16579;3;48;219;989;NO;2;A
16580;2;47;214;477;NO;1;A
16581;3;47;204;837;NO;2;A
16582;3;62;325;995;NO;2;A
16583;3;30;119;418;NO;3;B
16584;4;59;309;910;NO;5;A
16585;3;59;247;655;NO;4;A
16586;3;49;227;517;NO;4;A
16587;5;62;340;587;NO;6;A
16588;3;54;295;849;NO;4;A
16589;2;48;192;568;NO;1;A
16590;4;61;243;629;NO;6;A
16591;2;63;344;1060;NO;1;A
16592;2;53;229;511;NO;1;A
16593;2;52;244;599;NO;1;A
16594;3;61;325;1212;NO;3;A
16595;4;62;265;627;NO;3;A
16596;3;62;334;817;NO;3;A
16597;2;59;315;1003;NO;2;A
16598;3;59;315;973;NO;4;A
16599;2;50;195;530;NO;3;A
16600;2;58;256;637;NO;0;B
16601;3;59;271;511;NO;2;A
16602;5;28;142;271;NO;5;B
16603;2;44;165;503;NO;2;A
16604;4;59;275;1023;NO;2;A
16605;1;58;193;307;NO;0;C
16606;3;61;268;506;NO;2;A
16607;1;33;142;304;NO;1;A
16608;2;51;272;1039;NO;1;A
16609;4;60;309;773;NO;5;A
16610;4;46;236;711;NO;4;A
16611;3;29;109;348;NO;3;B
16612;2;56;294;903;NO;1;A
16613;3;56;200;614;NO;3;B
16614;2;59;307;970;NO;1;A
16615;6;51;235;850;NO;4;A
16616;2;34;151;321;NO;2;A
16617;3;61;329;890;NO;3;A
16618;2;63;327;145;NO;1;A
16619;4;59;305;923;NO;5;A
16620;1;62;275;573;NO;0;C
16621;1;61;269;574;NO;2;A
16622;2;50;246;651;NO;1;A
16623;3;59;245;515;NO;2;A
16624;1;49;201;452;NO;1;A
16625;2;60;265;612;NO;4;A
16626;1;48;205;556;NO;1;A
16627;1;30;122;269;NO;1;A
16628;4;48;261;865;NO;4;A
16629;3;57;245;570;NO;2;A
16630;4;60;312;924;NO;9;A
16631;4;54;260;930;NO;7;A
16632;3;58;303;568;NO;4;A
16633;2;62;278;679;NO;0;B
16634;3;7;42;68;NO;4;C
16635;3;62;268;646;NO;2;A
16636;3;60;322;905;NO;5;A
16637;1;63;266;640;NO;2;A
16638;1;44;143;508;NO;1;A
16639;5;60;284;650;NO;4;A
16640;2;59;271;567;NO;1;A
16641;2;60;251;512;NO;5;A
16642;2;54;302;860;NO;2;A
16643;3;58;267;578;NO;2;A
16644;2;56;245;472;NO;2;A
16645;4;64;348;877;NO;8;A
16646;2;53;213;478;NO;2;A
16647;1;55;224;611;NO;1;A
16648;1;14;44;104;NO;0;C
16649;1;45;135;248;NO;0;C
16650;1;62;267;432;NO;0;C
16651;3;59;262;628;NO;3;A
16652;3;57;238;604;NO;1;A
16653;3;50;237;874;NO;2;A
16654;2;60;219;294;NO;0;B
16655;2;61;261;719;NO;1;A
16656;2;52;238;267;NO;1;A
16657;3;50;233;692;NO;2;A
16658;2;50;145;361;NO;0;B
16659;2;49;177;635;NO;3;A
16660;1;33;243;146;NO;1;A
16661;3;41;160;489;NO;3;B
16662;2;48;196;345;NO;3;A
16663;2;53;228;548;NO;2;A
16664;3;48;219;491;NO;3;A
16665;2;60;220;315;NO;0;B
16666;2;39;185;490;NO;3;A
16667;3;59;257;536;NO;3;A
16668;3;58;261;506;NO;1;A
16669;3;47;175;477;NO;2;B
16670;2;44;176;397;NO;2;A
16671;2;53;202;497;NO;2;A
16672;3;48;142;253;NO;3;B
16673;2;29;126;332;NO;2;A
16674;3;46;210;472;NO;4;A
16675;1;47;178;246;NO;0;C
16676;3;60;327;977;NO;3;A
16677;4;53;244;465;NO;2;A
16678;2;57;244;663;NO;1;A
16679;4;53;204;563;NO;2;A
16680;3;33;128;338;NO;3;B
16681;2;44;184;706;NO;1;A
16682;2;52;177;602;NO;2;A
16683;3;60;277;623;NO;2;A
16684;4;53;179;728;NO;3;B
16685;2;45;183;497;NO;3;A
16686;2;62;290;659;NO;1;A
16687;1;60;221;350;NO;0;C
16688;3;52;222;716;NO;2;A
16689;4;51;223;725;NO;4;A
16690;1;54;231;566;NO;0;C
16691;3;35;184;378;NO;3;B
16692;3;32;162;209;NO;3;B
16693;4;56;302;803;NO;5;A
16694;3;63;283;558;NO;4;A
16695;5;30;206;232;NO;5;A
16696;3;32;157;364;NO;1;B
16697;2;32;156;378;NO;2;A
16698;2;34;161;432;NO;1;A
16699;2;39;172;397;NO;3;A
16700;4;36;175;462;NO;8;B
16701;2;31;153;360;NO;2;A
16702;4;30;184;547;NO;3;B
16703;3;35;161;453;NO;2;B
16704;3;36;202;549;NO;3;A
16705;4;37;208;848;NO;3;A
16706;3;38;213;674;NO;5;A
16707;4;40;219;771;NO;3;A
16708;3;41;185;525;NO;3;B
16709;5;43;234;670;NO;6;A
16710;2;30;138;372;NO;1;A
16711;1;8;42;46;NO;1;C
16712;4;26;164;208;NO;5;B
16713;3;30;180;248;NO;2;B
16714;4;22;133;138;NO;4;B
16715;5;34;166;141;NO;4;B
16716;4;40;184;170;NO;4;B
16717;5;31;180;220;NO;5;B
16718;3;34;198;227;NO;3;B
16719;9;45;289;349;NO;9;A
16720;2;30;150;170;NO;2;A
16721;2;10;32;33;NO;2;C
16722;3;26;153;184;NO;2;B
16723;3;32;179;220;NO;4;B
16724;3;32;185;232;NO;3;B
16725;3;38;201;317;NO;4;A
16726;4;33;189;207;NO;5;B
16727;4;33;190;225;NO;2;B
16728;2;30;139;125;NO;4;A
16729;5;43;229;301;NO;5;A
16730;4;17;89;115;NO;4;B
16731;4;40;229;251;NO;6;A
16732;2;24;119;127;NO;2;A
16733;1;17;101;220;NO;0;C
16734;2;26;167;376;NO;0;B
16735;2;22;151;298;NO;4;A
16736;4;24;143;347;NO;2;B
16737;4;20;128;301;NO;1;B
16738;3;23;131;334;NO;2;B
16739;2;35;198;477;NO;2;A
16740;4;27;185;574;NO;6;B
16741;2;22;140;325;NO;0;B
16742;3;24;164;499;NO;4;B
16743;2;21;121;289;NO;2;A
16744;1;7;34;59;NO;1;C
16745;3;24;165;513;NO;3;B
16746;2;26;166;494;NO;1;A
16747;3;19;106;174;NO;4;B
16748;3;30;187;312;NO;6;B
16749;1;13;45;56;NO;1;C
16750;2;21;69;76;NO;3;C
16751;1;11;31;36;NO;1;C
16752;2;23;106;90;NO;3;B
16753;1;19;72;40;NO;0;C
16754;4;11;53;61;NO;2;B
16755;11;20;72;86;NO;4;B
16756;2;16;48;89;NO;1;C
16757;2;13;79;66;NO;0;C
16758;5;24;122;529;NO;3;B
16759;3;21;120;257;NO;1;B
16760;2;13;61;116;NO;0;C
16761;2;18;76;314;NO;2;B
16762;2;22;94;82;NO;4;B
16763;3;26;141;146;NO;7;B
16764;1;15;58;68;NO;0;C
16765;0;8;10;0;NO;0;C
16766;3;22;70;80;NO;5;C
16767;1;11;18;9;NO;1;C
16768;4;27;148;187;NO;3;B
16769;2;18;63;108;NO;2;C
16770;6;27;149;186;NO;6;B
16771;2;8;25;75;NO;4;C
16772;2;19;85;95;NO;2;C
16773;2;18;67;69;NO;2;C
16774;1;13;31;22;NO;0;C
16775;2;9;34;47;NO;3;C
16776;7;26;158;466;NO;6;B
16777;3;28;174;225;NO;9;B
16778;1;17;77;407;NO;0;C
16779;2;15;60;113;NO;2;C
16780;3;19;75;121;NO;3;C
16781;3;19;104;249;NO;5;B
16782;1;12;34;26;NO;0;C
16783;5;28;157;193;NO;5;B
16784;4;16;79;73;NO;3;B
16785;3;20;93;108;NO;5;B
16786;2;18;56;73;NO;2;C
16787;4;28;188;366;NO;3;B
16788;3;22;109;189;NO;3;B
16789;9;11;24;24;NO;0;B
16790;2;23;76;80;NO;2;C
16791;4;33;208;321;NO;1;A
16792;3;21;78;67;NO;3;C
16793;2;18;48;53;NO;4;C
16794;8;24;127;497;NO;9;B
16795;4;24;123;212;NO;9;B
16796;3;24;138;232;NO;4;B
16797;4;33;239;447;NO;8;A
16798;1;10;53;47;NO;1;C
16799;1;6;22;44;NO;1;C
16800;3;25;125;168;NO;6;B
16801;3;26;123;125;NO;4;B
16802;4;21;84;102;NO;9;B
16803;4;32;200;298;NO;6;B
16804;4;25;129;153;NO;4;B
16805;3;24;149;233;NO;3;B
16806;3;19;86;116;NO;2;C
16807;2;9;21;31;NO;2;C
16808;3;25;140;669;NO;4;B
16809;5;31;182;607;NO;6;B
16810;2;17;72;83;NO;2;C
16811;3;20;98;150;NO;2;B
16812;3;34;230;301;NO;5;A
16813;3;16;69;68;NO;2;C
16814;5;25;113;131;NO;8;B
16815;5;29;195;245;NO;2;B
16816;1;22;104;200;NO;0;C
16817;3;20;77;55;NO;4;C
16818;4;29;180;215;NO;3;B
16819;2;3;5;3;NO;1;C
16820;4;26;129;148;NO;3;B
16821;4;32;195;432;NO;7;B
16822;3;18;62;49;NO;2;C
16823;3;15;63;60;NO;2;C
16824;2;13;50;37;NO;1;C
16825;5;26;102;156;NO;9;B
16826;3;29;101;89;NO;2;B
16827;3;21;104;245;NO;5;B
16828;2;18;57;80;NO;2;C
16829;4;28;107;125;NO;5;B
16830;3;27;148;206;NO;1;B
16831;3;17;55;116;NO;3;C
16832;5;21;63;46;NO;2;B
16833;3;16;53;44;NO;3;C
16834;2;19;88;122;NO;1;C
16835;2;23;113;115;NO;1;A
16836;2;25;144;169;NO;1;A
16837;1;12;38;66;NO;1;C
16838;1;17;41;34;NO;1;C
16839;2;26;131;137;NO;1;A
16840;5;31;161;246;NO;8;B
16841;2;15;56;59;NO;2;C
16842;3;26;172;205;NO;1;B
16843;4;30;156;157;NO;11;B
16844;6;34;183;253;NO;10;B
16845;3;15;55;58;NO;2;C
16846;3;21;84;66;NO;3;C
16847;2;15;31;24;NO;0;C
16848;3;9;22;43;NO;4;C
16849;3;17;79;128;NO;2;B
16850;3;33;233;304;NO;2;A
16851;1;5;12;10;NO;0;C
16852;2;28;129;102;NO;0;B
16853;3;16;57;52;NO;5;C
16854;3;27;153;239;NO;2;B
16855;1;16;69;104;NO;0;C
16856;5;22;105;148;NO;4;B
16857;4;11;48;85;NO;2;B
16858;2;25;128;298;NO;0;B
16859;3;22;125;270;NO;3;B
16860;1;7;14;18;NO;0;C
16861;4;30;198;255;NO;7;B
16862;1;4;6;3;NO;1;C
16863;2;22;58;104;NO;1;C
16864;3;16;45;54;NO;5;C
16865;4;31;177;333;NO;8;B
16866;2;17;77;111;NO;6;C
16867;1;16;57;43;NO;0;C
16868;1;7;25;21;NO;1;C
16869;3;19;51;71;NO;2;C
16870;5;23;116;165;NO;2;B
16871;3;28;179;226;NO;3;B
16872;2;28;144;148;NO;4;A
16873;2;17;72;124;NO;3;C
16874;4;18;110;208;NO;5;B
16875;4;26;152;238;NO;5;B
16876;3;23;95;14;NO;0;B
16877;2;23;101;90;NO;1;B
16878;2;43;272;372;NO;1;A
16879;2;6;15;18;NO;1;C
16880;1;39;206;205;NO;3;A
16881;3;32;151;125;NO;2;B
16882;6;43;296;470;NO;11;A
16883;2;33;154;51;NO;0;B
16884;2;36;226;380;NO;1;A
16885;2;30;208;267;NO;1;A
16886;3;32;211;265;NO;2;A
16887;2;34;192;181;NO;3;A
16888;3;35;223;290;NO;3;A
16889;3;26;168;241;NO;2;B
16890;2;38;197;273;NO;1;A
16891;3;36;186;155;NO;1;B
16892;5;43;340;425;NO;3;A
16893;1;33;227;241;NO;0;C
16894;2;31;193;237;NO;3;A
16895;3;29;197;229;NO;2;B
16896;2;18;94;131;NO;1;B
16897;3;50;357;546;NO;2;A
16898;2;11;33;17;NO;1;C
16899;2;36;229;283;NO;1;A
16900;3;31;222;346;NO;2;A
16901;3;34;258;459;NO;1;A
16902;3;53;335;563;NO;1;A
16903;2;38;188;233;NO;2;A
16904;2;14;65;84;NO;1;C
16905;4;30;202;297;NO;4;A
16906;4;23;179;282;NO;2;B
16907;13;27;192;253;NO;5;B
16908;3;33;214;241;NO;2;A
16909;1;39;254;350;NO;0;C
16910;4;36;222;279;NO;7;A
16911;5;19;112;161;NO;4;B
16912;1;17;77;71;NO;0;C
16913;1;7;24;26;NO;1;C
16914;4;43;308;512;NO;2;A
16915;2;34;227;355;NO;2;A
16916;4;33;197;242;NO;6;B
16917;4;19;128;168;NO;2;B
16918;3;35;270;467;NO;6;A
16919;2;17;64;89;NO;1;C
16920;2;10;52;95;NO;1;C
16921;6;38;285;496;NO;4;A
16922;3;38;231;315;NO;4;A
16923;2;22;162;240;NO;2;A
16924;2;16;57;66;NO;1;C
16925;4;31;237;364;NO;6;A
16926;3;25;167;180;NO;2;B
16927;3;33;214;251;NO;2;A
16928;3;34;249;345;NO;1;A
16929;3;39;297;402;NO;2;A
16930;2;33;226;308;NO;2;A
16931;5;46;327;686;NO;11;A
16932;1;31;155;137;NO;2;A
16933;2;25;127;107;NO;1;A
16934;3;21;78;35;NO;0;C
16935;1;31;162;147;NO;0;C
16936;4;31;198;253;NO;1;B
16937;2;14;39;52;NO;2;C
16938;2;19;55;74;NO;3;C
16939;4;7;20;12;NO;2;B
16940;4;18;55;91;NO;5;B
16941;2;27;110;95;NO;1;B
16942;3;22;51;64;NO;4;C
16943;4;23;86;103;NO;2;B
16944;3;38;223;219;NO;3;A
16945;1;10;21;23;NO;1;C
16946;2;7;17;25;NO;2;C
16947;4;36;187;208;NO;6;B
16948;2;23;95;78;NO;2;B
16949;3;26;141;147;NO;5;B
16950;1;14;57;81;NO;3;C
16951;1;9;23;12;NO;0;C
16952;2;19;83;68;NO;1;C
16953;1;32;171;190;NO;3;A
16954;3;24;96;79;NO;3;B
16955;4;39;218;255;NO;2;A
16956;2;14;62;40;NO;1;C
16957;2;14;89;75;NO;3;C
16958;1;26;95;65;NO;2;C
16959;2;22;117;117;NO;2;A
16960;2;41;199;214;NO;1;A
16961;2;12;45;54;NO;2;C
16962;2;35;146;106;NO;0;B
16963;3;30;148;146;NO;1;B
16964;7;50;357;514;NO;7;A
16965;3;28;123;109;NO;3;B
16966;3;2;5;3;NO;0;C
16967;2;19;91;98;NO;3;B
16968;4;26;134;132;NO;5;B
16969;3;15;78;77;NO;3;C
16970;4;51;359;474;NO;6;A
16971;2;18;55;73;NO;1;C
16972;3;20;104;110;NO;2;B
16973;4;45;230;208;NO;4;A
16974;2;42;249;217;NO;1;A
16975;1;12;45;39;NO;0;C
16976;3;20;87;82;NO;2;C
16977;4;19;86;128;NO;3;B
16978;2;17;78;132;NO;1;B
16979;4;21;121;131;NO;0;B
16980;5;13;55;75;NO;4;B
16981;2;10;36;28;NO;1;C
16982;2;18;62;42;NO;1;C
16983;3;24;136;146;NO;2;B
16984;1;36;144;140;NO;4;A
16985;3;31;159;141;NO;6;B
16986;2;16;56;49;NO;4;C
16987;2;29;126;92;NO;2;A
16988;3;9;41;36;NO;4;C
16989;1;22;81;74;NO;0;C
16990;2;26;104;73;NO;2;B
16991;2;32;182;211;NO;3;A
16992;1;20;63;38;NO;2;C
16993;2;26;124;100;NO;2;A
16994;2;21;70;46;NO;1;C
16995;2;26;116;91;NO;2;A
16996;6;55;339;331;NO;8;A
16997;4;30;144;147;NO;7;B
16998;4;22;122;145;NO;7;B
16999;3;30;159;168;NO;6;B
17000;1;12;34;22;NO;1;C
17001;3;35;183;139;NO;3;B
17002;2;21;74;95;NO;2;C
17003;3;29;131;95;NO;0;B
17004;4;39;222;257;NO;3;A
17005;2;28;154;247;NO;7;A
